month,hour,year,location,operator,route,type,aboard,fatalities,summary
9,13,2002,"Pucallpa, Peru",Aero Pantanal - Air Taxi,,Cessna U206G,6,6,"Shortly after taking off, the pilot radioed a distress call saying he was losing altitude and was returning to the airport. Shortly thereafter, the plane crashed in a wooded area."
9,11,2002,"Near Natashquan, Quebec, Canada",Deraps Aviation,Lake de l'Avion - Agunish River,de Havilland Canada DHC-3 Otter,4,3,"The hunting charter crashed inverted in a forest while attempting to land at Agunish River. Because of the geographiand weather conditions, the pilot probably had trouble judging his horizontal and vertical distance with respect to the mountain, and the aircraft crashed."
10,9,2002,"Santa Cruz do Sul, Brazil",American Virginia,,Learjet 60,5,1,"The crew was not able to stop the plane on the rain-slick runway, overran the runway and collided with an obstacle."
10,19,2002,"Spanish Fort, Alabama",Mid-AtlantiFreight,Mobile - Mongomery,Cessna 208B Cargomaster I,1,1,"While en route the pilot of the cargo plane radioed was in an uncontrolled descent. The plane impacted the water in Big Bateau Bay. The pilot's spatial disorientation, which resulted in loss of airplane control. Contributing to the accident was the night instrument meteorological conditions with variable cloud layers"
10,10,2002,"Eveleth, Minnesota",Aviation Charter - Air Taxi,St. Paul - Eveleth,Beechcraft King Air A100,8,8,"The private charter flight crashed and burned in a wooded area 2 miles from Eveleth-Virginia Municipal Airport where it was scheduled to land. Weather was visibility 2 miles in freezing rain. Light snow and light fog. Minnesota Senator Paul Wellstone, 58, killed, along with his wife, daughter, three staff members and a crew of two. During the later stages of the approach, the flight crew failed to monitor the airplane's airspeed and allowed it to decrease to a dangerously low level and to remain below the recommended approach airspeed for about 50 seconds. The flight crew failed to recognize that a stall was imminent and allowed the airplane to enter a stall from which they did not recover. The  inadequate  airspeed  or  the  full  course deviation indicator needle deflection should have prompted the flight crew to execute a go-around; however, they failed to do so."
11,10,2002,"Near Niederanven, Luxembourg",Luxair,"Berlin, Germany - Luxembourg",Fokker 50,22,20,The plane crashed 6 miles short of the runway at Findel Airport while attempting to land in heavy fog.  Indications are that the aircraft lost all power in both engines before crashing and catching fire.
11,10,2002,"Tarakan, Indonesia",Dirgantara Air Services,Tarakan - Long Bawan,Britten-Norman BN-2A-21,10,7,"Two minutes after taking off, the aircraft went down in a swamp, about 1 mile from Juwata airport. The pilot radioed he was returning to the airport because of an engine failure."
11,14,2002,"Taos, New Mexico",Richmor Aviation,"Las Vegas, NV - Taos, NM",IAI 1124A Westwind,2,2,"While on a positioning flight the plane entered an uncontrolled descent and crashed. The pilot's inadvertent flight into mountain wave weather conditions while IMC, resulting in a loss of aircraft control."
11,6,2002,"Manila, Philippines",Laoag International Airlines,Manila - Laoag,Fokker F27 Friendship 100,34,19,The plane experienced failure of the left engine shortly after taking off from Ninoy Aquino airport. The pilot declared and emergency and the aircraft ditched into Manila Bay and breaking up about one-half mile offshore. Fuel starvation. Failure of the pilot and co-pilot to check the fuel valve and failure to observe safety standards and measures.  Poor management and maintenance procedures.
11,14,2002,"Masai Mara Game Reserve, Kenya",Eagle Aviation,Ol Kiombo - Mombasa,Let 410UVP-E20,20,1,The plane crashed after developing engine trouble while flying from one airstrip to another in the Masai Mara National Reserve. The copilot was the only fatality.
12,11,2002,"Mena, Arkansas",Raytheon Aircraft,"Wichita, KS - Mena, AR",Beechcraft 1900C,3,3,Crashed into a mountain while attempting to land. In-flight collision with terrain due to the pilot's failure to maintain clearance and altitude above rapidly rising terrain while on a VFR approach. Contributing factors were the obscuration of the terrain due to clouds.
12,22,2002,"Rockford, Illinois",Planemasters,Decatur - Rockford,Cessna 208B Caravan I Super Cargomaster,1,1,"While attempting to land, the cargo plane struck trees and crashed into a field. The pilot's failure to maintain control of the airplane during the ILS approach. Factors associated with the accident were the low ceilings, high winds, crosswind, and wind shear conditions that existed."
12,1,2002,"Off Pachao Tao, Taiwan",Transasia Airways,Taipei - Macau,Aérospatiale/Aeritalia ATR-72-202,2,2,"While en route the stall warning sounded, the crew of the cargo plane disconnected the autopilot and the plane began to descend until it impacted the ocean."
12,19,2002,"Near Isfanan, Iran",Aeromist-Kharkiv,"Kharkiv, Ukraine - Trabzon, Turkey - Isfanan, Iran",Antonov AN-140,44,44,"The Ukrainian passenger plane,  crashed in a mountainous area  70 km from Isfanan, after losing contact with ground controllers as it prepared to land. Improper use of the Global Positioning System by the pilot."
12,1,2002,"Off Manteo, North Carolina",Telford Aviation,Elizabeth City - Manteo,Cessna 208B Caravan I,1,1,"On a positioning flight, while on approach, the plane crashed into Croatan Sound. The pilot's continued descent below the minimum descent altitude, for undetermined reasons, while performing a NDB approach, resulting in the airplane crashing into water 1.5 miles from the airport. A factor in the accident was a cloud ceiling below the minimum descent altitude and low visibility."
12,11,2002,"Curitiba, Brazil",Military - Brazilian Air Force,Sao Paulo - Porto Alegre,Embraer-110 C-95B Bandeirante,16,3,The plane diverted from it's original route to make an emergency landing at Curitiba after experiencing engine trouble and crashed 3.5km short of the runway.
12,15,2002,"Anjouan, Comoros Islands",Ocean Airlines,Moroni Hahaya - Anjouan,Let 410UVP,16,1,Crashed in mountains while on approach in inclement weather.
1,20,2003,"Diyarbakir, Turkey",Turkish Airlines (THY),Istanbul - Ankara - Diyarbakir,BAe Avro RJ-100,80,75,The aircraft crashed and broke-up 130 feet short of the runway threshold while attempting to land in heavy fog.  Visibility was less than 200 feet.
1,8,2003,"Charlotte, North Carolina",US Air Express/Air Midwest,"Charlotte, NC - Greer, SC",Beech BE-1900D,21,21,"The commuter plane was not able to maintain altitude after taking off from Charlotte-Douglas International Airport and crashed into the side of a hanger and burst into flames. The weather was clear, cold and windy, with greater than 10 miles visibility at the time of the accident. The airplane's loss of pitch control during takeoff was the result of incorrect rigging of the elevator control system compounded by the airplane's center of gravity, which was substantially aft of the certified aft limit. Contributing to the cause of the accident was: (1) Air Midwest's lack of oversight of the work being performed at the Huntington, West Virginia, maintenance station, (2) Air Midwest's maintenance procedures and documentation, (3) Air Midwest's weight and balance program at the time of the accident, (4) the Raytheon Aerospace quality assurance inspector's failure to detect the incorrect rigging of the elevator system, (5) the FAA's average weight assumptions in its weight and balance program guidance at the time of the accident and (6) the FAA's lack of oversight of Air Midwest's maintenance program and its weight and balance program."
1,8,2003,"Near Chachapoyas, Peru",TANS Airlines,Chiclayo - Chachapoyas,Fokker 28 Fellowship 1000,46,46,"The aircraft crashed into 11,500 ft. Coloque mountain at an altitude of 7,550 ft., about 30 minutes after leaving Chiclayo and three minutes from landing at Chachapoyas. Controlled flight into terrain. Crew did not follow standard procedures. Lack of communication between the crew."
1,16,2003,"Busia, Kenya",African Commuter Services,Busia - Nairobi,Grumman G-159 Gulfstream I,13,3,"The plane failed to gain altitude during takeoff, hit power lines and crashed inverted into a house. Kenyan Labor Minister, Ahmed Khalif and the two pilots were killed. The plane was grossly overloaded. The plane which weighed 16 tons, was taking off from an airstrip designed for aircraft weighing less than 5.7 tons."
1,15,2003,"Baucau, East Timor",Euro Asia Aviation,Macau - Baucau,Ilyushin II-76TD,6,6,The cargo plane struck ground 2 km short of the runway in heavy fog. The flight crew did not comply with the published non-precision instrument approach. The flight crew conducted user-defined non-precision instrument approaches to Runway 14 at Baucau during flight in instrument meteorological conditions. The pilot in command permitted the aircraft to descend below the MDA.
2,19,2003,"Tallinn, Estonia",Enimex,Tallinn - Helsinki,Antonov AN-28,3,2,"Shortly after takeoff, the aircraft stalled, crashed and burst into flames in a wooded area. Engine failure."
2,20,2003,"Ferguson, Kentucky",Air Taxi - Great Northern Aircraft Co.,"Griffith-Merrill, IN - Somerset, KY",Cessna 421,7,3,"The aircraft was destroyed during a collision with trees and terrain in Ferguson, Kentucky, while on an instrument approach to Somerset-Pulaski County Airport. The pilot's failure to follow the instrument approach procedure, which resulted in an early descent into trees and terrain. Factors included the low ceiling and the night lighting conditions."
